Id,SalePrice
1461,122268.21287562186
1462,159157.15564522514
1463,187304.75698631257
1464,184659.12009252197
1465,185984.07483423632
1466,178650.34275687786
1467,168507.9857400891
1468,173029.53515684692
1469,179125.63826707416
1470,133030.06333095423
1471,207727.30006378767
1472,92621.32455535237
1473,98927.74149423584
1474,154428.2506348132
1475,113898.12498835076
1476,376527.2963150988
1477,246180.86112201374
1478,289065.1736844878
1479,292190.8366705217
1480,489097.49944902974
1481,310496.38864808285
1482,203823.85562926676
1483,177368.74866211275
1484,172054.59016723206
1485,174706.6144544098
1486,193160.0670074044
1487,312408.79818090843
1488,230673.34851158864
1489,201332.4319762165
1490,223856.75733023803
1491,193365.90964117026
1492,98133.64032868341
1493,179717.6199427116
1494,294725.24621796183
1495,282823.74124756106
1496,233458.08392442434
1497,183439.529328498
1498,162630.45815116633
1499,159377.43970112162
1500,161605.43335659493
1501,172855.40629692303
1502,149069.0616488606
1503,285820.11013490893
1504,232083.23793718315
1505,219257.69439973257
1506,185864.36890557007
1507,253836.5016522601
1508,197929.49789471176
1509,160024.87003059898
1510,150291.99648653826
1511,150690.18343162868
1512,174163.88883556493
1513,138035.21946723608
1514,156195.06890932095
1515,190525.07102154638
1516,156354.708181846
1517,156530.00909702398
1518,136298.63349773342
1519,223243.45585609347
1520,137362.8405700737
1521,139060.42782376177
1522,164786.08009869064
1523,120361.69795043004
1524,123310.33565804845
1525,122974.87938761496
1526,123549.78446862403
1527,106590.76744009773
1528,128567.53457204119
1529,141962.78040113417
1530,168322.43343864626
1531,109138.34754146452
1532,100209.16666296616
1533,145098.21368851044
1534,117292.16175070495
1535,155927.55695058437
1536,121056.39192015576
1537,72082.6803725934
1538,151645.9682255178
1539,189749.95509627758
1540,91664.86686935702
1541,141833.74873707222
1542,133727.86025192746
1543,201067.18311689093
1544,80972.2607613098
1545,101994.66820393357
1546,124480.01190232558
1547,130376.42025541185
1548,131146.4266929825
1549,110992.71696551795
1550,134457.73221926604
1551,119303.00519350177
1552,145994.5222155114
1553,143385.93468756176
1554,117103.86745820692
1555,165881.42523233514
1556,84925.18325521352
1557,110620.28653630381
1558,95909.61594638758
1559,83522.70018822936
1560,128959.5568778443
1561,141760.87297139943
1562,130232.91153765436
1563,123215.0250429563
1564,163708.24752576137
1565,148498.9277101372
1566,222061.42788321
1567,79101.63790305077
1568,224682.36122782144
1569,153732.39782120282
1570,133961.75521354793
1571,111234.68625898012
1572,144789.53164465318
1573,246034.8473186876
1574,114266.22241168996
1575,230765.94957234224
1576,242802.80994886495
1577,190069.8671057699
1578,151379.43010481785
1579,144218.09490878333
1580,185886.6032216419
1581,149818.4958134465
1582,126738.7847592919
1583,337743.8317445993
1584,232729.51581515756
1585,144135.2958709651
1586,71722.10789425524
1587,101727.98409632657
1588,143154.13279634612
1589,104279.7323689333
1590,137295.46110137372
1591,100408.55475990998
1592,130052.2977833099
1593,120535.53170018221
1594,123587.10206281305
1595,114985.76304383182
1596,234604.5549221288
1597,179367.145765897
1598,187956.85444270493
1599,166907.5696343308
1600,169533.13488825544
1601,68178.72236610946
1602,115860.20671295706
1603,76279.66635014162
1604,277531.44926389446
1605,252759.55629309083
1606,170156.57452204276
1607,165480.23866164943
1608,213032.24968769867
1609,187240.67150447983
1610,155351.40131080404
1611,156882.5863408734
1612,181562.09587428797
1613,172981.54572273395
1614,123053.21083495398
1615,86904.67059811323
1616,76725.55763009214
1617,88569.53753932279
1618,123382.09290247265
1619,137725.49928680208
1620,159936.3864484118
1621,137429.12341611614
1622,142674.02750119093
1623,269534.69517470687
1624,226801.1760267094
1625,127018.94511619658
1626,163930.13426752
1627,188842.43517929706
1628,279905.34008857986
1629,174009.2952641936
1630,346726.08844298794
1631,200344.9356183421
1632,235740.74718737442
1633,163689.62629222852
1634,186702.96413572776
1635,180290.36842002106
1636,153759.87273705675
1637,178398.09306238568
1638,201377.71174673203
1639,178707.60434588577
1640,258232.65696906662
1641,175327.96021969785
1642,224849.18554107932
1643,220533.5098068383
1644,234672.84564455046
1645,190347.11214361805
1646,160207.99632352625
1647,159767.14717657428
1648,137275.87752356677
1649,139615.52804473494
1650,119113.17947174005
1651,125401.74157582347
1652,97857.99478960417
1653,97970.47123318588
1654,150222.48940960274
1655,144372.2287243488
1656,148321.48353655363
1657,150609.4001971978
1658,152922.72817276884
1659,123111.6039524504
1660,158935.50984810008
1661,475227.7510402609
1662,379192.8303502533
1663,393388.5656587231
1664,463146.1855010479
1665,322504.55114472547
1666,328216.95000308467
1667,359466.9526620687
1668,346188.3712650362
1669,288570.4936502539
1670,344313.715251122
1671,282499.3906716217
1672,461819.0439979167
1673,291018.1784896533
1674,242796.51182204127
1675,195399.67664742787
1676,194803.58161693608
1677,213352.52531686943
1678,464809.7346971036
1679,395840.75902222015
1680,330877.36019976676
1681,257172.29542667756
1682,315148.7150157331
1683,185147.2046285274
1684,176817.40011931723
1685,174409.5161251572
1686,177279.48986435373
1687,166547.81471467586
1688,191619.6056012991
1689,192309.0327460404
1690,188737.55530326575
1691,177480.6791062811
1692,251273.21409699594
1693,165028.5865700914
1694,180906.21005154843
1695,165141.823295208
1696,279156.55399215047
1697,163295.2901690649
1698,347303.2045665595
1699,324854.8467766281
1700,248556.0124626929
1701,272490.3193179054
1702,247839.12175233336
1703,252292.3984383609
1704,288290.11034508754
1705,229468.24285550223
1706,422515.1662495913
1707,214126.75296353604
1708,209068.74080342488
1709,255166.41051052845
1710,224057.2247439792
1711,262891.8644988667
1712,254636.2049926033
1713,272231.3030675627
1714,219795.21777969156
1715,200783.04966298596
1716,183541.54773758905
1717,168527.81274608872
1718,129218.99179779227
1719,203864.46776655436
1720,242955.4839449898
1721,166414.7867304187
1722,125145.89542151421
1723,161130.91333123553
1724,211544.72273297844
1725,241103.56329961712
1726,191442.074575855
1727,170333.09790915018
1728,186637.40059909012
1729,167455.77424599315
1730,153415.45097669784
1731,121637.77647070326
1732,130553.00458250352
1733,123141.41798295137
1734,118995.71546025801
1735,137276.35783714027
1736,120590.44885978049
1737,326803.7691087736
1738,218189.83223240593
1739,268288.0667611862
1740,234366.50362464064
1741,198010.38871363574
1742,168949.18529364775
1743,174733.8267164786
1744,307780.92624997965
1745,228449.44297035757
1746,190466.66242759427
