Id,SalePrice
1461,125634.18761757878
1462,159512.91784819224
1463,180932.18564651423
1464,188788.81053238222
1465,199616.76237018465
1466,175472.14753467255
1467,172904.15293912924
1468,168118.80006342032
1469,179949.06738760322
1470,121121.33297875046
1471,199109.5826825123
1472,99539.69445922761
1473,100194.81197228485
1474,154862.9463303559
1475,119203.30667894696
1476,369066.8474978301
1477,255803.76069480804
1478,299825.3829087899
1479,280997.4461893915
1480,521018.97747668554
1481,331874.24091578147
1482,201898.486016808
1483,173914.27763693145
1484,169968.83176685157
1485,175364.88056593997
1486,197267.60922944645
1487,329573.25933600956
1488,231589.32919946013
1489,196724.48207243872
1490,232917.0459504586
1491,195837.09561417255
1492,98993.42457986112
1493,168150.3546571276
1494,304794.2115890639
1495,291700.8754498458
1496,247142.73850804777
1497,180529.22938361907
1498,160969.54980074317
1499,156363.8962641171
1500,158610.36173491282
1501,175875.75916813148
1502,152569.32981615185
1503,296960.4506466696
1504,233832.2236781388
1505,229117.3550231853
1506,181017.9399934126
1507,264866.37714951916
1508,207175.47520446137
1509,156603.57617903352
1510,147758.25919515805
1511,154389.58875046228
1512,174058.56896852943
1513,141482.72834746694
1514,156475.61977196077
1515,194286.76339975419
1516,150397.0872431152
1517,161885.69588972174
1518,130881.29830466592
1519,223847.9285776532
1520,137656.065946145
1521,138767.00690610282
1522,172088.22099314333
1523,119880.16135916783
1524,125800.48079233468
1525,123108.00578681806
1526,121621.06580550756
1527,107350.8967588858
1528,130217.37575531009
1529,145740.79007455905
1530,169524.4141599542
1531,117216.57934364492
1532,104664.87611193577
1533,144583.15349012418
1534,129012.64382832467
1535,148717.83723801046
1536,109828.28988468852
1537,70288.92032048093
1538,143605.19167117286
1539,187233.10674346096
1540,113986.10913285875
1541,139283.6733353254
1542,138870.23295810286
1543,191604.01542563576
1544,81503.02759433631
1545,91313.70799890971
1546,124300.72352945145
1547,137346.1025986672
1548,130836.91925546175
1549,118463.71868676612
1550,139239.84065596657
1551,105698.19785171364
1552,142288.36642572115
1553,143836.3195211469
1554,115970.69365827774
1555,167954.1636303128
1556,81796.67535157742
1557,106012.30506880836
1558,83568.00734810633
1559,78337.72883989077
1560,133495.16443667037
1561,134044.42057382214
1562,129581.18702708754
1563,122893.88142144302
1564,160060.24496164953
1565,152603.6808183471
1566,230446.18752669325
1567,79928.62095692528
1568,239651.7361411454
1569,143053.24666999208
1570,139384.55366175383
1571,122778.89467750519
1572,141919.7021569645
1573,231906.33896808384
1574,106163.79493814213
1575,218746.836305106
1576,231213.26183185904
1577,190612.23337665192
1578,143086.79910270093
1579,140733.83202248832
1580,188839.38685548937
1581,146872.44314641654
1582,132099.23296360308
1583,333024.9165152494
1584,235927.49661175377
1585,145321.51065196944
1586,74926.9588629906
1587,101460.95868131558
1588,147364.70880342703
1589,103605.65439235099
1590,132387.33768306088
1591,104027.63556093688
1592,118378.33169887734
1593,122929.49857033
1594,132231.46707566836
1595,110855.47448784973
1596,249631.57773503565
1597,200875.3869313666
1598,190407.10665804404
1599,165550.38858798955
1600,174307.8664234846
1601,72774.11189032046
1602,117036.91736331649
1603,66787.4531025783
1604,280104.4594458653
1605,238792.70504777966
1606,166250.41462337843
1607,178816.511074001
1608,211628.46665773646
1609,182620.97794337553
1610,157841.2461520084
1611,139975.51220957533
1612,176308.44916368296
1613,167677.19577649192
1614,118847.64115279801
1615,89207.76958457552
1616,77770.33824977241
1617,90046.991066233
1618,127908.67551232356
1619,141740.09694977806
1620,173096.19128164192
1621,138480.95554882765
1622,141919.7021569645
1623,255931.60011307013
1624,224348.68986855866
1625,124452.87437889208
1626,173379.75188546695
1627,187745.42453741052
1628,272856.9523499214
1629,172909.31748344118
1630,386700.99773468514
1631,203400.02193853544
1632,243904.6573926616
1633,171262.0592905414
1634,183400.55284792752
1635,175964.71861373712
1636,166071.01705600374
1637,192601.53409176454
1638,192678.63250231498
1639,179780.22931782153
1640,251779.7204987636
1641,177959.22604186932
1642,231131.45946523367
1643,228437.61238977523
1644,229335.1896013141
1645,195252.9403582673
1646,155259.26820277233
1647,154838.5045311984
1648,133807.6275178691
1649,139824.6430486413
1650,110344.96238867349
1651,116698.84330042504
1652,97460.80458745151
1653,99337.11794381065
1654,154749.26884377288
1655,140882.20494909715
1656,150299.81056415764
1657,155601.3077901139
1658,154978.75462821388
1659,123601.39325061934
1660,155784.93619054017
1661,515736.9035919934
1662,395376.57937082025
1663,400647.92297689023
1664,569001.110625845
1665,323988.02456159337
1666,328368.2076957957
1667,384668.86392635223
1668,352845.49400459067
1669,297885.16938186134
1670,354143.72693485493
1671,275521.6437462137
1672,453461.41660379426
1673,302819.9009247548
1674,245561.0603740149
1675,199566.351701605
1676,193200.37338008534
1677,210116.7053596045
1678,514482.7042589439
1679,410335.67720023135
1680,338416.0377324537
1681,248049.93898924315
1682,306373.4873462321
1683,187983.836988154
1684,174867.3626790875
1685,174377.86336764393
1686,172634.79172535488
1687,169766.05083933106
1688,192683.94888561364
1689,192791.36301326583
1690,189349.57444792427
1691,179013.4725538987
1692,252863.32620093168
1693,161590.55760792084
1694,176069.48150861877
1695,161659.5637437969
1696,280610.56483264314
1697,166362.8092517608
1698,362356.2884854175
1699,350534.6904659097
1700,246612.56012015426
1701,265766.92481508234
1702,249579.73936743717
1703,249303.02917741536
1704,293768.2352606937
1705,230743.28863495507
1706,338421.57509389945
1707,219529.99311478753
1708,213990.8534037025
1709,266596.12192080094
1710,219315.0383529042
1711,263551.29833389097
1712,250701.2608632721
1713,267870.32140524307
1714,217591.76106990024
1715,199183.6290182047
1716,178742.41909215628
1717,169846.2798075913
1718,131515.66703957194
1719,199630.81861974913
1720,238792.70504777966
1721,157004.71155001025
1722,122723.46603264741
1723,155860.25987697163
1724,220032.05924204923
1725,238153.44985819096
1726,185882.71365436097
1727,170284.75345793724
1728,171692.69320215078
1729,159128.80259536757
1730,155601.3077901139
1731,120100.51253495338
1732,132690.2382549174
1733,119296.52437073868
1734,125282.78495782056
1735,131128.22190962743
1736,114479.65966258843
1737,299586.40854902624
1738,236665.06742392055
1739,258169.39009749267
1740,227503.70907844376
1741,189445.9895960654
1742,173443.58482952148
1743,174798.70691692547
1744,310720.15384597576
1745,220604.5380824217
1746,192856.70274082306
1747,217198.47545694603
1748,226804.15223116378
1749,155425.76493254496
1750,137629.17763066303
1751,234977.70576802187
1752,120856.31335293678
1753,147974.06840292114
1754,184729.2456481706
1755,168468.32697268488
1756,130248.18077797792
1757,119669.44171416637
